job_title,seniority_level,years_of_experience,education_level,field_of_study,gpa,industry,company_size,location,skills,num_skills,num_projects,num_publications,num_internships,has_leadership_experience,has_open_source_contributions,certifications,annual_salary_usd
Security Engineer,Lead,2,Bachelor,Mathematics,3.06,Consulting,Enterprise (5000+),"Bangalore, India",PyTorch|Git|Machine Learning|Deep Learning,4,6,0,1,0,1,AWS Certified,138023
QA Engineer,Lead,9,Master,Economics,3.3,Pharmaceuticals,Large (1000-5000),"London, UK",Python|SQL|Scala|Machine Learning|Linux,5,5,0,1,0,0,None,190114
Mobile Developer,Principal,2,Bachelor,Mathematics,3.02,Telecommunications,Medium (200-1000),"Berlin, Germany",NLP|Go|Leadership|Java|Python|CI/CD|Kubernetes,7,4,6,1,0,0,Azure Certified,156488
AI Researcher,Junior,6,Bachelor,Physics,3.14,Government,Medium (200-1000),Remote,Tableau|Go|R|Azure|Linux|Node.js,6,2,0,2,1,0,Google Cloud Certified,123215
Network Engineer,VP,10,Bachelor,Economics,3.79,Media,Small (50-200),"Boston, MA",PyTorch|Hadoop|Communication|Scrum|Data Visualization|Excel|Deep Learning|NLP,8,3,0,0,0,0,Data Science Certifications,270218
Frontend Developer,Staff,8,Bachelor,Electrical Engineering,3.26,Finance,Large (1000-5000),"Toronto, Canada",Tableau|Machine Learning|TensorFlow,3,9,2,0,0,0,PMP,197461
Cloud Architect,Senior,0,PhD,Other,3.41,Technology,Enterprise (5000+),"Bangalore, India",Leadership|Docker|Agile|React|Kubernetes|Machine Learning|AWS|JavaScript,8,4,0,0,0,0,None,140037
Data Scientist,Director,0,Master,Economics,3.12,Media,Small (50-200),"Austin, TX",Linux|Communication|Data Visualization|Scala|Agile|Git,6,2,0,3,0,0,None,214643
Embedded Systems Engineer,Senior,5,Master,Statistics,3.28,Aerospace,Small (50-200),"Denver, CO",Linux|Machine Learning|Spark|Docker,4,8,0,1,0,0,AWS Certified,145212
Embedded Systems Engineer,Intern,10,MBA,Other,3.78,Retail,Startup (<50),"Berlin, Germany",Machine Learning|PyTorch|Excel|Hadoop|Go,5,8,0,5,1,0,Google Cloud Certified,96559
ML Engineer,Lead,5,Master,Electrical Engineering,3.68,Finance,Medium (200-1000),"Chicago, IL",Spark|Docker|JavaScript|PyTorch|AWS|Deep Learning|Azure,7,8,0,3,0,1,Google Cloud Certified,201140
Embedded Systems Engineer,Director,14,Bachelor,Computer Science,3.01,Manufacturing,Startup (<50),"Atlanta, GA",Deep Learning|Communication|Git|Kubernetes,4,2,0,0,0,1,AWS Certified,208958
Data Scientist,Mid-level,3,PhD,Other,3.31,Telecommunications,Large (1000-5000),"Austin, TX",NLP|GCP|Kubernetes|Go|Hadoop,5,9,0,5,0,0,CISSP,140261
Business Analyst,Lead,14,Bachelor,Electrical Engineering,3.73,Consulting,Small (50-200),"Boston, MA",PyTorch|GCP|C++|Communication,4,8,0,0,0,0,AWS Certified,188599
Data Scientist,Principal,1,Bachelor,Data Science,3.68,E-commerce,Enterprise (5000+),"Toronto, Canada",CI/CD|Deep Learning|Docker|NLP|Python,5,7,0,1,0,1,Scrum Master,188683
Cloud Architect,Director,15,Master,Economics,3.53,Finance,Medium (200-1000),"Bangalore, India",Java|Power BI|PyTorch|Azure|Hadoop|Leadership,6,5,0,0,0,0,None,219148
Network Engineer,Mid-level,6,Bachelor,Data Science,3.53,Retail,Medium (200-1000),"New York, NY",Go|SQL|Leadership|Deep Learning|PyTorch|Git,6,2,0,2,1,1,None,134535
Database Administrator,Junior,2,High School,Business Administration,2.97,Finance,Small (50-200),"London, UK",PyTorch|Scala|Agile|Kubernetes|JavaScript,5,6,0,2,0,0,None,94918
Data Analyst,Mid-level,7,Bachelor,Electrical Engineering,2.92,Energy,Enterprise (5000+),"Chicago, IL",Docker|Scala|Java|Communication|AWS,5,7,0,1,0,1,PMP,142148
Embedded Systems Engineer,Senior,5,Bachelor,Mechanical Engineering,3.31,Telecommunications,Enterprise (5000+),Singapore,Scrum|Linux|SQL|Power BI|R|JavaScript,6,5,11,4,0,0,AWS Certified,177068
Data Analyst,Director,11,Bachelor,Cognitive Science,3.15,Manufacturing,Large (1000-5000),"Boston, MA",Python|Deep Learning|CI/CD|Node.js,4,9,0,2,0,1,None,249842
Product Manager,Senior,5,Master,Mechanical Engineering,3.78,Healthcare,Medium (200-1000),"Austin, TX",Scrum|Node.js|Java|R|Docker,5,3,0,1,1,0,Azure Certified,163149
Data Analyst,Director,2,Bachelor,Information Technology,3.23,Manufacturing,Large (1000-5000),"San Francisco, CA",Python|Azure|SQL|Machine Learning|Deep Learning,5,0,5,1,0,0,None,247663
Mobile Developer,Principal,1,Master,Physics,3.78,E-commerce,Large (1000-5000),"Boston, MA",Node.js|React|Spark,3,1,0,1,1,1,Azure Certified,216221
Embedded Systems Engineer,Senior,8,PhD,Economics,3.51,Manufacturing,Small (50-200),"Toronto, Canada",Communication|Kubernetes|Agile|AWS|C++|Go|Machine Learning,7,7,0,1,1,0,Google Cloud Certified,160514
Backend Developer,Intern,4,Master,Information Technology,3.67,Manufacturing,Startup (<50),"Austin, TX",Azure|Tableau|Deep Learning,3,2,0,0,0,0,Multiple Certs,71820
Systems Analyst,Mid-level,2,Master,Information Technology,2.94,Consulting,Small (50-200),"Seattle, WA",Scrum|Azure|AWS,3,0,0,1,1,0,None,131693
Systems Analyst,Junior,1,Bachelor,Data Science,2.99,E-commerce,Enterprise (5000+),"Atlanta, GA",SQL|CI/CD|AWS|Machine Learning|Excel,5,5,9,3,0,0,Multiple Certs,138877
Software Engineer,Mid-level,4,Master,Physics,3.5,Healthcare,Small (50-200),"Los Angeles, CA",Spark|GCP|C++|React|Leadership|Kubernetes|Java,7,3,0,4,0,0,None,147636
DevOps Engineer,Junior,16,Master,Computer Science,3.08,Media,Large (1000-5000),"Boston, MA",Power BI|JavaScript|Hadoop|React|Python|Node.js|Tableau,7,6,13,1,0,0,CFA,160569
DevOps Engineer,Mid-level,16,Bachelor,Physics,2.53,Telecommunications,Medium (200-1000),"Toronto, Canada",AWS|Excel|Kubernetes|GCP|Node.js|Data Visualization,6,9,0,2,0,1,CFA,136537
Backend Developer,Senior,0,Associate,Physics,3.96,Pharmaceuticals,Large (1000-5000),"Boston, MA",React|Agile|Tableau|Git|Data Visualization|Machine Learning|Scala|Deep Learning,8,3,0,0,1,0,None,132614
Full Stack Developer,Senior,11,Master,Mathematics,3.19,E-commerce,Enterprise (5000+),"Toronto, Canada",Excel|PyTorch|CI/CD|SQL|Power BI,5,8,0,0,1,1,None,176859
UI/UX Designer,Mid-level,19,Master,Data Science,3.66,Education,Large (1000-5000),Remote,JavaScript|Node.js|GCP|Scala|SQL,5,3,0,0,0,0,None,167139
ML Engineer,Lead,8,Master,Information Technology,3.41,Retail,Medium (200-1000),"Atlanta, GA",C++|CI/CD|Communication|Python|Docker|AWS|PyTorch,7,9,0,2,0,1,AWS Certified,179552
Backend Developer,Senior,13,Master,Computer Science,3.14,Energy,Startup (<50),"Atlanta, GA",Communication|Agile|NLP|Linux|Data Visualization|C++,6,1,0,2,1,0,AWS Certified,170676
AI Researcher,Lead,30,MBA,Economics,3.31,Healthcare,Small (50-200),Remote,Go|Node.js|Excel|SQL|NLP|Spark|Java,7,6,0,1,1,0,Azure Certified,250049
AI Researcher,Lead,9,Bachelor,Business Administration,2.76,Telecommunications,Large (1000-5000),"San Francisco, CA",Deep Learning|AWS|Git,3,9,0,2,0,0,Azure Certified,207896
DevOps Engineer,Lead,0,High School,Business Administration,3.51,Manufacturing,Startup (<50),"London, UK",Communication|Python|React|Go|Scrum|Data Visualization,6,5,0,2,1,0,Scrum Master,122753
Frontend Developer,Director,3,Master,Electrical Engineering,3.12,Media,Enterprise (5000+),Remote,Machine Learning|Power BI|C++,3,1,0,1,1,1,PMP,234095
Backend Developer,Mid-level,0,Bachelor,Electrical Engineering,3.28,Education,Enterprise (5000+),"New York, NY",Python|Scala|Machine Learning,3,7,0,0,1,0,None,121529
Network Engineer,Mid-level,6,Bachelor,Other,2.93,Pharmaceuticals,Small (50-200),Remote,Azure|PyTorch|Go|Java|SQL|Deep Learning|Git,7,1,0,0,1,0,Scrum Master,117002
ML Engineer,Junior,16,Associate,Cognitive Science,2.99,E-commerce,Startup (<50),"Boston, MA",Machine Learning|Tableau|CI/CD|AWS,4,3,0,1,0,0,Google Cloud Certified,122250
AI Researcher,Senior,10,Master,Other,3.48,Healthcare,Large (1000-5000),Singapore,Docker|Communication|Deep Learning|JavaScript|Linux|Machine Learning|NLP,7,8,0,3,1,0,Data Science Certifications,194503
Product Manager,Senior,4,MBA,Computer Science,3.61,Consulting,Small (50-200),"Denver, CO",GCP|JavaScript|Communication|Hadoop|Leadership|Go|C++|Git,8,3,0,0,0,0,None,154664
Backend Developer,Senior,9,Bachelor,Other,3.19,Retail,Large (1000-5000),"Atlanta, GA",Excel|Hadoop|Docker,3,4,1,0,1,0,None,141506
Mobile Developer,Mid-level,7,MBA,Computer Science,3.34,Government,Medium (200-1000),Singapore,Node.js|CI/CD|Kubernetes|Tableau|Communication|Azure,6,4,0,2,1,0,AWS Certified,136432
Backend Developer,Lead,1,Bachelor,Information Technology,3.44,Government,Medium (200-1000),"Austin, TX",Linux|Communication|Docker|Python|Machine Learning,5,0,0,3,1,0,Azure Certified,143310
ML Engineer,Lead,3,PhD,Cognitive Science,3.72,Aerospace,Large (1000-5000),"New York, NY",CI/CD|C++|Azure|Agile|SQL|Excel|Python|JavaScript,8,6,11,2,0,0,None,224787
ML Engineer,Mid-level,2,PhD,Other,3.7,Media,Small (50-200),"Los Angeles, CA",Kubernetes|PyTorch|Agile,3,1,0,2,0,0,None,123317
Data Scientist,Senior,7,Master,Electrical Engineering,3.32,Aerospace,Enterprise (5000+),"Seattle, WA",React|AWS|Scala|C++,4,8,0,1,1,0,None,195724
Frontend Developer,Director,5,Bachelor,Mathematics,3.31,Automotive,Startup (<50),"Denver, CO",Python|Git|SQL,3,2,0,3,1,0,None,221258
Database Administrator,Principal,2,Bachelor,Physics,3.81,Government,Enterprise (5000+),"Chicago, IL",TensorFlow|Spark|Git|Docker|Java,5,0,0,1,0,1,PMP,167786
Business Analyst,Mid-level,9,Bachelor,Statistics,2.89,Consulting,Small (50-200),"London, UK",Spark|JavaScript|R|NLP|CI/CD|Scala,6,7,0,0,0,1,None,131501
Backend Developer,Staff,16,Bachelor,Information Technology,3.63,Retail,Large (1000-5000),"Seattle, WA",JavaScript|Kubernetes|TensorFlow|Docker|Power BI|Linux,6,8,0,5,0,1,PMP,239207
ML Engineer,Junior,10,Master,Business Administration,3.87,Retail,Enterprise (5000+),Remote,R|Machine Learning|Agile,3,1,0,0,0,0,AWS Certified,127101
Software Engineer,Senior,8,PhD,Physics,3.13,Media,Small (50-200),"Seattle, WA",Power BI|C++|Git|Linux|AWS|Docker|Go,7,7,6,5,1,0,PMP,189874
QA Engineer,Junior,14,PhD,Electrical Engineering,2.89,Manufacturing,Medium (200-1000),"Denver, CO",Docker|CI/CD|Java|AWS|PyTorch|Machine Learning|Kubernetes,7,4,0,2,1,1,CISSP,151351
Network Engineer,Director,6,Bachelor,Data Science,3.55,Aerospace,Startup (<50),"Chicago, IL",GCP|Tableau|Deep Learning,3,1,0,1,1,1,None,209929
QA Engineer,Junior,13,Bachelor,Cognitive Science,3.33,E-commerce,Small (50-200),Remote,PyTorch|Scrum|C++|JavaScript|Excel|R,6,0,1,2,0,0,AWS Certified,138918
Network Engineer,Junior,2,Bachelor,Physics,3.45,E-commerce,Small (50-200),"Toronto, Canada",Deep Learning|SQL|JavaScript|Data Visualization|NLP,5,9,0,1,1,1,AWS Certified,95181
ML Engineer,Director,7,Associate,Cognitive Science,3.32,Education,Large (1000-5000),"Denver, CO",Linux|Java|Machine Learning,3,4,0,1,0,1,Azure Certified,210791
QA Engineer,Senior,8,Bachelor,Data Science,3.68,Energy,Large (1000-5000),"Austin, TX",Python|Agile|Leadership|Go,4,0,0,1,0,1,Google Cloud Certified,170981
DevOps Engineer,Principal,13,Bachelor,Cognitive Science,3.45,Government,Medium (200-1000),"New York, NY",Power BI|JavaScript|GCP,3,7,1,3,1,1,PMP,221533
UI/UX Designer,Intern,10,Bachelor,Data Science,3.1,Media,Startup (<50),"Austin, TX",NLP|Azure|Java|Communication,4,5,0,3,1,1,None,98186
Product Manager,Senior,19,Bachelor,Physics,3.24,Manufacturing,Small (50-200),"San Francisco, CA",R|Tableau|Python|Hadoop|Agile|PyTorch|SQL,7,1,9,0,1,0,Data Science Certifications,207230
UI/UX Designer,CTO/CXO,11,MBA,Other,3.34,E-commerce,Large (1000-5000),"New York, NY",Power BI|Spark|Machine Learning|Python,4,1,0,1,1,0,Azure Certified,403889
Cloud Architect,Senior,9,Master,Computer Science,3.66,Finance,Startup (<50),"Chicago, IL",Java|Linux|React|Python|R|Leadership|Machine Learning,7,2,4,2,1,1,PMP,182168
AI Researcher,Staff,6,Master,Information Technology,3.29,Government,Large (1000-5000),"Denver, CO",Hadoop|Agile|R|GCP|Power BI|SQL|Git,7,1,0,0,1,0,AWS Certified,206470
DevOps Engineer,VP,16,Master,Economics,3.43,Government,Small (50-200),"Denver, CO",Azure|Linux|Power BI|R,4,8,0,2,0,0,None,262951
Data Scientist,Lead,3,Bachelor,Electrical Engineering,3.93,Consulting,Large (1000-5000),"Boston, MA",R|Deep Learning|Agile|Azure,4,1,0,3,0,0,PMP,185404
AI Researcher,Mid-level,2,PhD,Business Administration,3.06,Pharmaceuticals,Large (1000-5000),"Boston, MA",Python|SQL|Machine Learning|Communication|AWS|Power BI|R,7,2,0,1,0,0,CISSP,160559
Systems Analyst,Mid-level,1,Bachelor,Computer Science,3.44,Automotive,Enterprise (5000+),"Los Angeles, CA",Java|Hadoop|Agile|AWS|GCP,5,7,0,2,0,1,None,142381
Network Engineer,Junior,10,Master,Mathematics,3.55,Retail,Medium (200-1000),"Boston, MA",Linux|Deep Learning|Agile|Leadership,4,3,0,1,1,0,Data Science Certifications,125047
Full Stack Developer,Senior,2,Bachelor,Electrical Engineering,3.19,Pharmaceuticals,Large (1000-5000),"San Francisco, CA",R|Tableau|Python,3,1,0,1,1,1,None,165904
Product Manager,Director,7,PhD,Physics,2.72,Media,Medium (200-1000),Remote,AWS|GCP|Power BI|JavaScript|Machine Learning,5,1,5,3,0,1,Google Cloud Certified,244641
Data Analyst,Senior,3,PhD,Business Administration,2.48,Aerospace,Medium (200-1000),"Bangalore, India",Leadership|Docker|Git|CI/CD|JavaScript|Deep Learning|GCP,7,4,0,3,1,0,None,128361
AI Researcher,Director,13,Bachelor,Computer Science,3.34,Manufacturing,Medium (200-1000),"Denver, CO",Azure|Power BI|Java|Deep Learning,4,4,0,2,0,1,Azure Certified,236028
Frontend Developer,Principal,2,PhD,Economics,3.32,Education,Large (1000-5000),"Berlin, Germany",GCP|AWS|Hadoop|Linux|NLP|Deep Learning,6,4,0,3,0,1,None,165467
Business Analyst,CTO/CXO,8,Master,Mechanical Engineering,2.34,Government,Medium (200-1000),"Denver, CO",Power BI|Java|CI/CD|C++|Hadoop|Deep Learning|Data Visualization|Azure,8,6,0,0,1,1,None,338073
Business Analyst,Director,0,Master,Economics,3.9,Manufacturing,Large (1000-5000),"Seattle, WA",Hadoop|Git|Data Visualization|Linux|CI/CD|Machine Learning|Node.js|Scala,8,2,0,0,0,0,Scrum Master,230075
QA Engineer,Lead,7,Bachelor,Mathematics,3.19,Energy,Medium (200-1000),"London, UK",Python|CI/CD|Linux|PyTorch|NLP|JavaScript|TensorFlow|C++,8,2,0,1,1,0,CFA,172621
UI/UX Designer,Staff,8,Bachelor,Business Administration,3.36,Retail,Medium (200-1000),"Toronto, Canada",C++|Node.js|Spark|Power BI|Azure|Python|Machine Learning|Docker,8,4,0,0,1,1,Google Cloud Certified,181756
Data Analyst,Lead,4,MBA,Other,3.61,Education,Medium (200-1000),"Boston, MA",TensorFlow|Spark|C++|CI/CD|Linux,5,5,0,1,0,1,Google Cloud Certified,175278
UI/UX Designer,Lead,6,Bachelor,Data Science,3.54,Finance,Medium (200-1000),"Seattle, WA",Tableau|CI/CD|Linux|Go|GCP,5,6,0,3,0,1,None,207079
Data Analyst,Lead,4,PhD,Electrical Engineering,3.58,Pharmaceuticals,Medium (200-1000),"Atlanta, GA",React|Scala|JavaScript|R|Docker|Communication|NLP,7,8,0,1,0,0,CFA,194127
Data Analyst,Lead,1,Bachelor,Data Science,3.86,Finance,Large (1000-5000),"Denver, CO",Scrum|Agile|Docker|NLP,4,2,0,1,0,0,Scrum Master,159007
Software Engineer,Senior,9,High School,Business Administration,3.83,E-commerce,Large (1000-5000),Remote,C++|Excel|Leadership|Python,4,2,5,1,0,1,CFA,153226
Data Scientist,Senior,13,Master,Economics,3.82,Media,Medium (200-1000),"Berlin, Germany",Agile|R|Machine Learning,3,4,0,2,0,0,None,138366
Systems Analyst,Mid-level,12,Bachelor,Statistics,4,Aerospace,Small (50-200),"Bangalore, India",Tableau|Kubernetes|Git|NLP|Excel,5,4,0,2,0,0,Google Cloud Certified,92000
Software Engineer,Junior,5,PhD,Cognitive Science,3.43,Government,Medium (200-1000),"Austin, TX",NLP|Leadership|Data Visualization,3,9,0,1,0,1,CFA,121373
Business Analyst,Senior,9,Bachelor,Mathematics,2.78,E-commerce,Medium (200-1000),"Berlin, Germany",Azure|Deep Learning|NLP,3,3,0,1,1,0,None,142909
Network Engineer,Director,10,Bachelor,Economics,2.77,Retail,Large (1000-5000),"Chicago, IL",GCP|SQL|Python,3,8,0,1,0,0,CFA,222852
Full Stack Developer,Lead,13,Master,Data Science,3.73,Education,Medium (200-1000),Remote,Hadoop|Python|JavaScript|Scrum|React|R|Java|Power BI,8,7,0,1,1,1,Azure Certified,190712
Cloud Architect,Junior,19,Master,Cognitive Science,3.94,Healthcare,Medium (200-1000),"Bangalore, India",AWS|SQL|Scala|Deep Learning|Azure|Communication|Go,7,2,0,1,0,1,AWS Certified,111561
Data Scientist,Principal,6,PhD,Physics,3.34,Technology,Medium (200-1000),Singapore,React|Scrum|AWS|PyTorch|Agile|Git|JavaScript,7,8,0,3,1,0,AWS Certified,245646
Full Stack Developer,Director,4,Associate,Business Administration,3.57,Manufacturing,Enterprise (5000+),"Denver, CO",Deep Learning|PyTorch|Python|NLP|Agile|Java,6,4,5,3,1,1,Scrum Master,233904
Full Stack Developer,Principal,6,Bachelor,Electrical Engineering,2.8,Automotive,Enterprise (5000+),"Bangalore, India",Tableau|Spark|Hadoop|Go|TensorFlow|Scrum|Linux|Deep Learning,8,1,0,3,0,1,Data Science Certifications,157538
UI/UX Designer,Lead,3,Master,Information Technology,4,Technology,Startup (<50),"Austin, TX",C++|Communication|Scala|Spark|Go|PyTorch|Java,7,0,12,2,1,0,None,200110
Database Administrator,Junior,1,High School,Cognitive Science,2.48,Retail,Enterprise (5000+),"Seattle, WA",Docker|TensorFlow|Go|Hadoop|JavaScript|C++|React,7,6,0,1,1,0,None,106013
UI/UX Designer,Mid-level,0,Bachelor,Other,4,Media,Medium (200-1000),"Bangalore, India",Scrum|Node.js|Java|GCP|Machine Learning|React|Leadership,7,7,10,2,1,1,Data Science Certifications,91814
QA Engineer,Senior,2,Master,Statistics,3.2,Healthcare,Medium (200-1000),"London, UK",Tableau|Git|Leadership,3,6,0,0,0,0,CISSP,136188
Embedded Systems Engineer,Junior,5,Associate,Mechanical Engineering,2.86,Consulting,Startup (<50),"Berlin, Germany",Agile|CI/CD|Scrum|Deep Learning,4,2,0,2,0,0,CISSP,73761
ML Engineer,Junior,8,Bachelor,Economics,3.24,Education,Enterprise (5000+),"Austin, TX",Deep Learning|Python|Scala|Docker|Azure|AWS|Leadership,7,5,0,0,0,0,Multiple Certs,128223
Security Engineer,Director,3,Bachelor,Cognitive Science,3.2,Education,Enterprise (5000+),"Boston, MA",Spark|Docker|Azure|Machine Learning|Hadoop|JavaScript|CI/CD,7,0,0,0,0,0,CFA,214285
Software Engineer,Lead,8,Master,Statistics,3.33,Manufacturing,Enterprise (5000+),"Los Angeles, CA",Excel|Tableau|PyTorch|Communication|GCP|Agile,6,0,0,3,1,1,None,223920
ML Engineer,Mid-level,18,Bachelor,Cognitive Science,3.29,E-commerce,Large (1000-5000),"Berlin, Germany",Tableau|Linux|React,3,2,0,1,0,0,Google Cloud Certified,140668
Full Stack Developer,Mid-level,8,Bachelor,Economics,3.82,Education,Startup (<50),"Seattle, WA",Spark|AWS|Python,3,1,0,2,0,0,Google Cloud Certified,112331
QA Engineer,Senior,2,Bachelor,Computer Science,3.42,Healthcare,Startup (<50),Singapore,GCP|Deep Learning|NLP,3,3,0,0,1,0,CFA,124718
Full Stack Developer,Junior,7,PhD,Other,2.78,Education,Enterprise (5000+),"Toronto, Canada",Excel|Linux|Azure|Data Visualization|C++|Scala|Docker,7,8,0,1,0,0,PMP,102376
Cloud Architect,Lead,13,Bachelor,Mechanical Engineering,3.45,Telecommunications,Medium (200-1000),"London, UK",Spark|Tableau|NLP|React|Scala|SQL|Docker|Python,8,9,10,2,1,0,Data Science Certifications,200406
Software Engineer,Mid-level,9,Associate,Other,3.19,Aerospace,Small (50-200),"Bangalore, India",Data Visualization|CI/CD|Excel|Hadoop|Scala|Python|C++|Agile,8,9,0,0,1,0,None,86690
QA Engineer,Principal,9,Associate,Information Technology,2.83,Technology,Startup (<50),"Seattle, WA",Linux|Communication|TensorFlow|NLP|C++|Scala|Leadership|Agile,8,9,2,1,1,1,None,223063
Embedded Systems Engineer,Staff,5,Bachelor,Other,3.29,Pharmaceuticals,Small (50-200),"New York, NY",Kubernetes|R|Linux,3,3,1,1,1,0,Data Science Certifications,196367
Product Manager,Lead,7,Bachelor,Information Technology,3.3,Energy,Small (50-200),"San Francisco, CA",AWS|GCP|React,3,3,0,0,0,1,CFA,192863
UI/UX Designer,Principal,6,Master,Data Science,3.05,Aerospace,Large (1000-5000),"Berlin, Germany",Data Visualization|Excel|Scala|Deep Learning,4,5,0,1,0,0,CISSP,193719
ML Engineer,Mid-level,9,Master,Economics,3.47,Manufacturing,Small (50-200),"Seattle, WA",Hadoop|Go|Data Visualization|CI/CD|Node.js|Scrum|PyTorch|Linux,8,3,0,1,0,0,Data Science Certifications,136603
AI Researcher,Senior,9,Master,Electrical Engineering,3.16,Automotive,Medium (200-1000),"Austin, TX",Power BI|JavaScript|Node.js|TensorFlow,4,3,0,1,0,1,PMP,171100
Full Stack Developer,Lead,17,High School,Statistics,2.86,E-commerce,Large (1000-5000),"Toronto, Canada",CI/CD|GCP|R,3,8,4,3,1,0,PMP,195763
Mobile Developer,Lead,7,Bachelor,Statistics,2.32,Media,Large (1000-5000),Remote,NLP|GCP|Spark|Hadoop,4,6,2,1,1,0,None,175000
DevOps Engineer,Junior,11,Bachelor,Economics,3.12,Automotive,Medium (200-1000),"Bangalore, India",Tableau|Leadership|Excel|AWS|NLP,5,6,0,0,1,1,AWS Certified,88492
Cloud Architect,Mid-level,9,Bachelor,Electrical Engineering,3.31,Telecommunications,Startup (<50),"Boston, MA",CI/CD|Node.js|AWS|PyTorch|Excel|Hadoop|Linux,7,5,10,1,0,0,Data Science Certifications,129083
AI Researcher,Mid-level,12,Associate,Other,2.91,Retail,Large (1000-5000),Remote,Leadership|TensorFlow|Communication|Hadoop|Java|Data Visualization,6,3,0,1,0,0,None,126512
Database Administrator,Senior,2,Bachelor,Physics,2.52,Manufacturing,Large (1000-5000),"Austin, TX",Python|Git|Power BI|C++|Node.js|TensorFlow|NLP,7,9,11,0,1,0,AWS Certified,155709
Embedded Systems Engineer,Principal,1,Bachelor,Electrical Engineering,2.96,Retail,Medium (200-1000),"San Francisco, CA",Java|Python|AWS|Git,4,1,0,2,0,0,None,171386
Backend Developer,Senior,11,Bachelor,Data Science,3.87,Aerospace,Startup (<50),"Berlin, Germany",Hadoop|Linux|C++|Excel|Machine Learning|JavaScript|Git|Tableau,8,7,0,0,1,0,Google Cloud Certified,156190
Embedded Systems Engineer,Principal,6,Master,Other,3.91,Automotive,Large (1000-5000),"Austin, TX",Linux|JavaScript|Spark|Machine Learning|SQL|Deep Learning|R|Kubernetes,8,3,0,0,1,1,None,219716
Embedded Systems Engineer,Junior,9,Associate,Cognitive Science,2.93,Pharmaceuticals,Large (1000-5000),"Austin, TX",Agile|Spark|Java|JavaScript|C++|Linux|Deep Learning|CI/CD,8,5,0,0,0,1,PMP,126698
Cloud Architect,Staff,5,MBA,Statistics,2.68,Pharmaceuticals,Small (50-200),"San Francisco, CA",NLP|Scrum|Power BI|SQL|Data Visualization|Node.js|Go|Docker,8,4,0,1,1,1,CISSP,239022
ML Engineer,Senior,29,MBA,Economics,3.32,Consulting,Medium (200-1000),"Atlanta, GA",PyTorch|Go|AWS|Python|Node.js|Tableau|Azure,7,5,0,1,0,1,Data Science Certifications,226792
ML Engineer,Intern,3,Bachelor,Economics,2.79,Government,Large (1000-5000),"Seattle, WA",Java|AWS|Machine Learning|SQL|Scala|Tableau,6,8,0,1,0,0,Azure Certified,106831
Full Stack Developer,Lead,7,PhD,Economics,3.33,E-commerce,Large (1000-5000),"Bangalore, India",CI/CD|NLP|JavaScript|Deep Learning|Scrum|SQL,6,8,0,2,1,0,None,169555
Business Analyst,Senior,5,Bachelor,Business Administration,3.41,Consulting,Large (1000-5000),"Los Angeles, CA",Python|Git|Azure,3,6,0,0,0,0,Scrum Master,155266
Frontend Developer,Mid-level,3,PhD,Data Science,3.4,Automotive,Medium (200-1000),"San Francisco, CA",CI/CD|Python|Docker|JavaScript,4,8,0,1,0,1,None,164351
Database Administrator,Principal,10,PhD,Economics,3.75,Government,Enterprise (5000+),"San Francisco, CA",AWS|Data Visualization|TensorFlow|Scala|Python|Communication,6,6,0,2,0,0,PMP,235775
Systems Analyst,Director,14,MBA,Mechanical Engineering,3.4,Aerospace,Medium (200-1000),"Bangalore, India",AWS|C++|Git|Scala|Azure,5,5,0,2,1,0,Azure Certified,223445
UI/UX Designer,Mid-level,1,Bachelor,Economics,3.97,Healthcare,Small (50-200),"San Francisco, CA",React|Kubernetes|Node.js,3,8,13,0,0,1,None,147251
Full Stack Developer,Senior,1,Master,Information Technology,3.32,Technology,Large (1000-5000),"Bangalore, India",SQL|Java|Tableau|R|TensorFlow,5,2,0,3,0,0,CFA,102231
Full Stack Developer,Junior,5,Master,Economics,3.28,Healthcare,Startup (<50),"Chicago, IL",TensorFlow|Docker|R|JavaScript|Tableau|Go|Deep Learning,7,6,0,3,0,0,None,91392
Data Analyst,Director,2,Associate,Economics,2.88,Pharmaceuticals,Enterprise (5000+),"Los Angeles, CA",GCP|Scrum|Leadership|Kubernetes|Deep Learning|React|PyTorch,7,3,13,1,1,0,CISSP,269870
Data Scientist,Mid-level,2,MBA,Cognitive Science,3.51,Consulting,Startup (<50),"London, UK",Scrum|Linux|React|Git|Leadership|AWS|CI/CD|Scala,8,8,0,0,1,0,None,130543
Database Administrator,Mid-level,6,MBA,Data Science,2.95,Finance,Large (1000-5000),"Los Angeles, CA",AWS|Communication|TensorFlow|Go,4,7,0,2,0,0,Google Cloud Certified,158305
Network Engineer,Senior,8,PhD,Other,3.18,Manufacturing,Small (50-200),"Boston, MA",NLP|Scala|Power BI|C++|Deep Learning,5,9,5,4,0,0,CFA,166186
Product Manager,Junior,9,Bachelor,Cognitive Science,3.86,Finance,Small (50-200),"Berlin, Germany",Node.js|R|Linux,3,0,10,0,1,0,None,137499
UI/UX Designer,Mid-level,2,Bachelor,Cognitive Science,4,Consulting,Large (1000-5000),"Atlanta, GA",Git|Communication|TensorFlow|SQL|Java|Scrum|Python,7,6,14,3,1,0,Data Science Certifications,159537
